timestamp,gpu_id,utilization,mem_usage,temp,power
2024-10-15 18:18:44,3, 83, 0, 49, 45.87
2024-10-15 18:18:49,0, 5, 0, 47, 43.87
2024-10-15 18:18:49,1, 89, 0, 51, 47.63
2024-10-15 18:18:49,2, 90, 0, 50, 44.83
2024-10-15 18:18:49,3, 89, 0, 49, 45.78
2024-10-15 18:18:54,0, 61, 0, 47, 44.11
2024-10-15 18:18:54,1, 70, 0, 51, 47.63
2024-10-15 18:18:54,2, 5, 0, 50, 44.66
2024-10-15 18:18:54,3, 6, 0, 49, 35.64
2024-10-15 18:18:59,0, 84, 0, 47, 44.35
2024-10-15 18:18:59,1, 81, 0, 51, 47.44
2024-10-15 18:18:59,2, 90, 0, 50, 44.75
2024-10-15 18:18:59,3, 5, 0, 49, 45.39
2024-10-15 18:19:04,0, 69, 0, 47, 43.39
2024-10-15 18:19:04,1, 86, 0, 51, 47.00
2024-10-15 18:19:04,2, 4, 0, 50, 36.16
2024-10-15 18:19:04,3, 87, 0, 49, 45.06
2024-10-15 18:19:09,0, 85, 0, 47, 43.72
2024-10-15 18:19:09,1, 76, 0, 51, 47.63
2024-10-15 18:19:09,2, 5, 0, 50, 36.21
2024-10-15 18:19:09,3, 79, 0, 49, 45.44
2024-10-15 18:19:14,0, 86, 0, 47, 44.20
2024-10-15 18:19:14,1, 90, 0, 51, 47.63
2024-10-15 18:19:14,2, 5, 0, 50, 36.31
2024-10-15 18:19:14,3, 90, 0, 49, 45.97
2024-10-15 18:19:19,0, 1, 0, 47, 43.62
2024-10-15 18:19:19,1, 1, 0, 51, 46.81
2024-10-15 18:19:19,2, 2, 0, 49, 36.15
2024-10-15 18:19:19,3, 2, 0, 50, 44.96
2024-10-15 18:19:24,0, 80, 0, 47, 44.35
2024-10-15 18:19:24,1, 90, 0, 51, 47.63
2024-10-15 18:19:24,2, 5, 0, 49, 36.40
2024-10-15 18:19:24,3, 5, 0, 49, 45.39
2024-10-15 18:19:29,0, 46, 0, 47, 44.11
2024-10-15 18:19:29,1, 44, 0, 51, 47.53
2024-10-15 18:19:29,2, 6, 0, 49, 36.15
2024-10-15 18:19:29,3, 11, 0, 50, 45.54
2024-10-15 18:19:34,0, 1, 0, 47, 43.62
2024-10-15 18:19:34,1, 1, 0, 51, 46.81
2024-10-15 18:19:34,2, 2, 0, 49, 36.26
2024-10-15 18:19:34,3, 1, 0, 50, 44.96
2024-10-15 18:19:39,0, 80, 0, 47, 44.44
2024-10-15 18:19:39,1, 72, 0, 51, 47.05
2024-10-15 18:19:39,2, 5, 0, 49, 36.15
2024-10-15 18:19:39,3, 83, 0, 50, 45.78
2024-10-15 18:19:44,0, 85, 0, 47, 44.44
